"","primer_nommbre","id","ID","id_publico","habilitado","borrado","cod_oficiona","estado_cotizacion","fecha_creacion_cotizacion"
"10421","MICHAEL",17225,20919,"653ba3972abfa0469fa95350ce52c6c020a52fca28d77c8230c3abb3de74c622",TRUE,FALSE,"389","FILTRADA","2019-12-11T14:55:13.006-0500"
"10422","PABLO",17224,20918,"214f326dadd9585147449fb0fd327c3607e5e24c25aa7bed39996beaf1439af3",TRUE,FALSE,"536","FILTRADA","2019-12-11T14:52:23.182-0500"
"10423","humberto",17223,20917,"ed5ee59c46ad816b5fbf49e8e11d7fade38f766c6a460fddfb289010334a567a",TRUE,FALSE,"569","FILTRADA","2019-12-11T14:49:58.421-0500"
"10424","EDWIN",17222,20916,"afaa4dc4eed18003a896f73d2ae58ecc55b5f619bb2b90f52f5ba334dc02302e",TRUE,FALSE,"389","FILTRADA","2019-12-11T14:42:39.524-0500"
"10425","MARIA",17221,20915,"2d4a0dabd88621be278503e95dd407aac7cd6cdb4fda58dd863655b76d5f1929",TRUE,FALSE,"569","FILTRADA","2019-12-11T14:40:17.998-0500"
"10426","PABLO",17220,20914,"1f8126d8415a63e837f67fc82477757b430e94abf720075d09b94b392d1cf93a",TRUE,FALSE,"536","FILTRADA","2019-12-11T14:39:05.745-0500"
"10427","MARTHA",17219,20913,"9c2411cafa30988d4d463fa1f9fb65d5bef89d41f4e3e7feb1fd46c11b93fc3c",TRUE,FALSE,"389","FILTRADA","2019-12-11T14:34:03.172-0500"
"10428","EDWIN",17218,20912,"76322c0da71b9289c6d91965cbc94cb9444bb4b8db5d14a4265163a4713642c2",TRUE,FALSE,"389","FILTRADA","2019-12-11T14:29:30.013-0500"
"10429","Carlos ",17217,20911,"e809f47538660d717e84a3d9f0deec2f37695be09c9d0356b6952c2bc88ce465",TRUE,FALSE,"569","FILTRADA","2019-12-11T14:28:55.249-0500"
"10430","MARIA",17216,20910,"897a4eae53a914c61f7e74982b9e43585028059236394468a1050aa1a2b85d87",TRUE,FALSE,"569","FILTRADA","2019-12-11T14:15:41.911-0500"
"10431","OLGA",17215,20909,"5bfd90e9fa244cab9a379a970bf50445734d4c9f061743be1254c2cd948e704f",TRUE,FALSE,"566","FILTRADA","2019-12-11T14:14:56.333-0500"
"10432","ENDY",17214,20908,"3e15fd2147fa48308e5928a93a2735badebff444e9ce2713e6d905023c00cf5f",TRUE,FALSE,"569","INICIADA","2019-12-11T14:14:33.637-0500"
"10433","Nils ",17213,20907,"a35de962269c35b86686fcd360cb41d4dd7839352854373ab212b10163dfc6ba",TRUE,FALSE,"569","FILTRADA","2019-12-11T14:08:31.520-0500"
"10434","TONY",17212,20906,"71aa870d4b40b10569f86a74ee1efc24a756e593a42c9444cf464e3eca7af497",TRUE,FALSE,"566","FILTRADA","2019-12-11T14:07:46.241-0500"
"10435","GROVER",17211,20905,"34d2eaf73334dd3db305f457a428c27c9f2ca0e65b4bce31e42d13f5410aea16",TRUE,FALSE,"330","DESESTIMADA","2019-12-11T14:04:37.295-0500"
"10436","MARYLU",17210,20904,"5e93dd42a3e52f9c640cc697fae936321505d01238b1b6f7f220cd95dfc24354",TRUE,FALSE,"330","DESESTIMADA","2019-12-11T14:02:25.494-0500"
"10437","ALEJANDRO",17209,20903,"5476240b63614a9db8c029b341274dd17e2bdae5053f183bedb7809160dcf8dd",TRUE,FALSE,"388","FILTRADA","2019-12-11T13:58:15.795-0500"
"10438","JENNIFER",17208,20902,"cdbfa32a17cc99c1e037a01849ce356b47020d6e17561c7ef2d97c5352947698",TRUE,FALSE,"330","DESESTIMADA","2019-12-11T13:53:22.276-0500"
"10439","JHEYSTER",17207,20901,"6cf137cde4c33a296abf6cbb5a246e01df68ac1b89e49611a7054467dd75c78d",TRUE,FALSE,"391","DESESTIMADA","2019-12-11T13:52:02.439-0500"
"10440","VICTORIA",17206,20900,"441699aaa650543bcf9354ca07119841f82e5e70e22bf2b6c5b00de103c6c15e",TRUE,FALSE,"517","FILTRADA","2019-12-11T13:48:42.694-0500"
"10441","ROSS",17205,20899,"25f02884520ae9fbbbb2f116fbc9a6c41bff947f1e498b9297de183186290220",TRUE,FALSE,"388","ENVIADA","2019-12-11T13:48:36.490-0500"
"10442","ALEX",17204,20898,"b974deabfef8b3b6e86a95d4eae794d68e712d39b30148897cb6f70bdfb77db8",TRUE,FALSE,"399","FILTRADA","2019-12-11T13:43:55.109-0500"
"10443","AMELIA",17203,20897,"232745648201dfb8b6255cbc0758f2c289d4fb313bc110326a6bcdac2a6f018d",TRUE,FALSE,"578","FILTRADA","2019-12-11T13:42:38.746-0500"
"10444","KENNER",17202,20896,"97162aa55e9831463bd838c8f22cb1c67c0ce9866aa3e86a9b5f57d4db85f0ec",TRUE,FALSE,"388","FILTRADA","2019-12-11T13:42:10.911-0500"
"10445","ISABEL",17201,20895,"e016ca9db3dc5bf042bb4d370698a51e7f31fc28dbc69359eca603bb1b90181d",TRUE,FALSE,"332","FILTRADA","2019-12-11T13:41:50.205-0500"
"10446","RUDMEL",17200,20894,"94d9a0d2073deb8788a6610a7f349f21a264e01b669e9722054eb1c89b52afb8",TRUE,FALSE,"399","FILTRADA","2019-12-11T13:39:42.967-0500"
"10447","MARLOND",17199,20893,"89c2c5d193226a22cb5362cffb080ce9be00aada440e64a33ce79fb0f0085192",TRUE,FALSE,"388","FILTRADA","2019-12-11T13:21:51.568-0500"
"10448","DUSTY",17198,20892,"b229fc6501851582c5e79a3f014386ca03215b5e54bab6746c5b3ba2820c7498",TRUE,FALSE,"388","ENVIADA","2019-12-11T13:19:50.571-0500"
"10449","RUBEN",17197,20891,"e71f7b8c6e1381749090a03b260c591adf43145e31a9f083b2cb0ed8b88e88e3",TRUE,FALSE,"388","DESESTIMADA","2019-12-11T13:12:14.657-0500"
"10450","LISSET",17196,20890,"e39c61f66411150370ac37199d6bfbcc34375ab7e403804519ee6b21732867a4",TRUE,FALSE,"391","DESESTIMADA","2019-12-11T13:10:47.075-0500"
"10451","JUAN",17195,20889,"9b8f77320eeef6af93c0a2c1118511eaf76939cff5954ce84a3bf9d80e76689d",TRUE,FALSE,"517","FILTRADA","2019-12-11T13:10:21.765-0500"
"10452","PERLA",17194,20888,"67a89d0e28aa2367ea6e958acc1b3e7e1c332737cd3442a2a77c50d40686970c",TRUE,FALSE,"367","FILTRADA","2019-12-11T13:05:38.489-0500"
"10453","LUZMILA",17193,20887,"38d78243ea4b437f3a6ebebc63f07d66094471959e6cb16fa0e82043a5a4ad4a",TRUE,FALSE,"578","FILTRADA","2019-12-11T13:04:55.579-0500"
"10454","JULIO",17192,20886,"f838ab9ae74d6bf03aceefd02ac2df11b265b1cc81a7731f18f9572c8ec4a837",TRUE,FALSE,"418","FILTRADA","2019-12-11T12:59:25.554-0500"
"10455","COSME",17191,20885,"b63b718c1737cde987ed8ace66eff9f93ff7c166892a089884713226f475739f",TRUE,FALSE,"564","DESESTIMADA","2019-12-11T12:59:12.668-0500"
"10456","GROVER",17190,20884,"446d350a63b267d6bf81e9c08f6104c99659830a2478b4b51096a4d8e9d6ca1d",TRUE,FALSE,"330","DESESTIMADA","2019-12-11T12:58:35.469-0500"
"10457","RUBEN",17189,20883,"94ef0556f0ec300fc28f42751762091f4321df837d2e54254f666069cb9ccfea",TRUE,FALSE,"389","FILTRADA","2019-12-11T12:56:10.416-0500"
"10458","JORGE",17188,20882,"6dfd90408e1a0070a40b86b7359fa39bdb6c76cb69332eebda6919c80f64521e",TRUE,FALSE,"497","FILTRADA","2019-12-11T12:55:11.434-0500"
"10459","JORGE",17187,20881,"08b904a1cd50c9578011b5202b73aa64651ab84a14cebfd01cfff0b9ce36f0f2",TRUE,FALSE,"497","INICIADA","2019-12-11T12:54:45.562-0500"
"10460","LISSET",17186,20880,"5d9747f12cb58d4622e00b47bf0f0923ba51ce344dc11ad332e188b73f862231",TRUE,FALSE,"564","DESESTIMADA","2019-12-11T12:54:04.547-0500"
"10461","SERGIO",17185,20879,"79b140bbd8dc1f6afeb935531652389ff48c67775344f27c295d4fa6275c44d9",TRUE,FALSE,"517","FILTRADA","2019-12-11T12:53:16.622-0500"
"10462","NOLA",17184,20878,"66f040fc3a56a076ed7b4a6d8820ccc07d960724de0ef47efc96998fdfdd2276",TRUE,FALSE,"578","FILTRADA","2019-12-11T12:53:07.563-0500"
"10463","KEVIN",17183,20877,"11c84e1b688aaa1779d133f40268472ece11f009c2ff32bad170c6c547d7e79e",TRUE,FALSE,"496","FILTRADA","2019-12-11T12:48:52.595-0500"
"10464","PERLA",17182,20876,"1db249cd0464f044dd8ef467b6d5320999a3177679e984a14a19d6071d7c279e",TRUE,FALSE,"367","FILTRADA","2019-12-11T12:47:28.768-0500"
"10465","TEODORO",17181,20875,"861d48f32d002981dfff8d4f9404e54ad059a64d24aadab6db4e3078368cdab0",TRUE,FALSE,"578","FILTRADA","2019-12-11T12:46:06.521-0500"
"10466","AMADEO",17180,20874,"16f214dda257e86a6688b7994f3f2f60de1d08ff0391911e8efb406c87caced3",TRUE,FALSE,"517","FILTRADA","2019-12-11T12:45:33.537-0500"
"10467","GUILLERMO",17179,20873,"a5506ae3ef6620fd003a09388b5d5f8e21b446c7405632e634916c6535d4bfbe",TRUE,FALSE,"389","FILTRADA","2019-12-11T12:44:37.733-0500"
"10468","JAVIER",17178,20872,"36763c2d35548ee4c89c45692c162354cfc1bfe0b75919659e5ab4f1be746b06",TRUE,FALSE,"569","FILTRADA","2019-12-11T12:43:57.644-0500"
"10469","HECTOR",17177,20871,"7498a14f57eb29071fa8158a5912dc359ef85fc9e64da32cf032773e4af0cc9f",TRUE,FALSE,"330","FILTRADA","2019-12-11T12:42:16.500-0500"
"10470","DANTE ",17176,20870,"34f383d73a6921bf24f4d15e848fca23cd50cb3820a9f7352b98fc4d724bcbac",TRUE,FALSE,"399","FILTRADA","2019-12-11T12:40:35.859-0500"
"10471","ABEL",17175,20869,"a29ef86c9dbcf4e23f1ea3f84a88bbb66740efe64069bfa583e8369e925cb520",TRUE,FALSE,"517","FILTRADA","2019-12-11T12:35:14.658-0500"
"10472","JAVIER",17174,20868,"05eebd969b79caf3df3f4834365b172fcf8fa18d90bd9a4a1a7b525a423dea87",TRUE,FALSE,"569","FILTRADA","2019-12-11T12:32:34.353-0500"
"10473","MARCO",17173,20867,"972b4d9a458ea36ba148aa6b6de358528c9e3dd0991097c939944795d0ca743a",TRUE,FALSE,"399","FILTRADA","2019-12-11T12:31:55.046-0500"
"10474","NICOLE",17172,20866,"202cc5b339ea3544412f4cd79ae8097f8d75e4ecef01e0ea9a46b026dd649c07",TRUE,FALSE,"330","FILTRADA","2019-12-11T12:31:51.312-0500"
"10475","COSME",17171,20865,"77a444c36ce1654b402df8dbe484fb1ba78cf333ae10d51d5981c4e392cbf0d3",TRUE,FALSE,"564","DESESTIMADA","2019-12-11T12:25:43.625-0500"
"10476","ENRIQUE",17170,20864,"766b9560f4c3666910d1717d1d7583fd49c0ca892def17e8d21fafa852381d3b",TRUE,FALSE,"389","FILTRADA","2019-12-11T12:25:13.161-0500"
"10477","MIGUEL",17169,20863,"325052b60c4e798983fd78084566a5fddebe8fe17bb0f1c2f2ba5de4a251cc8a",TRUE,FALSE,"399","FILTRADA","2019-12-11T12:24:56.688-0500"
"10478","COSME",17168,20862,"bcc76194b49c41842a62fe76eeaf964ca6c46f9338bee4e2b46a5e5a545e8645",TRUE,FALSE,"391","DESESTIMADA","2019-12-11T12:24:04.881-0500"
"10479","JUAN",17167,20861,"80c214ad01ec97b71dc620027cc752602d18208303daefd112393e758efdc111",TRUE,FALSE,"330","INICIADA","2019-12-11T12:21:40.804-0500"
"10480","ERICK",17166,20860,"38133b9643aa23c5ee5a94c70fe839b2eba62aac9f7781ec7d06620a4bcdfd9f",TRUE,FALSE,"536","FILTRADA","2019-12-11T12:21:13.225-0500"
"10481","ERICK",17165,20859,"0da08d9f1c7de89a6fd18321ca30002bc650b375ceeb0b1467963ffb3c993c9c",TRUE,FALSE,"536","FILTRADA","2019-12-11T12:20:46.660-0500"
"10482","JULIO",17164,20858,"b509b0f1828208bfeb2627570db72ad4e34ee883fa586b17727bf3e5de2528f0",TRUE,FALSE,"399","DESESTIMADA","2019-12-11T12:16:52.141-0500"
"10483","ENRIQUE",17163,20857,"8d3384d4672c6d992d6bf27d036f5d78723fceacd54bd78db1cd3b4d9aee0028",TRUE,FALSE,"389","ENVIADA","2019-12-11T12:15:30.582-0500"
"10484","LEIDY",17162,20856,"fbccb86dc5c8705fa439328e550343e9c32659e09c82173494f1e04d0551dcc5",TRUE,FALSE,"578","FILTRADA","2019-12-11T12:15:10.795-0500"
"10485","JUAN",17161,20855,"dba404ae7fb013efef637eb2cce6d92de8c390b67e48307c73270a253913cd24",TRUE,FALSE,"399","FILTRADA","2019-12-11T12:15:05.637-0500"
"10486","ENRIQUE",17160,20854,"f46b39849096c9183e9f9bbfaca1f8fca6efe0cb0959beecc9110a3ca8a681e8",TRUE,FALSE,"389","FILTRADA","2019-12-11T12:13:56.510-0500"
"10487","ROGERS",17159,20853,"a209837245d72473d5c89f07385bac44cddc7cc72d45571cdaff175c07c38b56",TRUE,FALSE,"388","FILTRADA","2019-12-11T12:13:00.722-0500"
"10488","WALTER",17158,20852,"4b85525b7cda05c4c53d489ab7ec91f73e6a583a2a633481754cdb7fe64b5f16",TRUE,FALSE,"388","FILTRADA","2019-12-11T12:10:54.633-0500"
"10489","VICTOR",17157,20851,"07b816cf824a0d189ee892add91f0edf86dc715b3137311e7a16dfb1f8f233d1",TRUE,FALSE,"595","DESESTIMADA","2019-12-11T12:09:08.068-0500"
"10490","LUIS",17156,20850,"b6f244fbbab06de88327ab7af29081362627bb21554f4abb597d5475658bb4cc",TRUE,FALSE,"536","FILTRADA","2019-12-11T12:06:14.303-0500"
"10491","GRACIELA",17155,20849,"ad4d236b1f5f54315fc0d38e1f3d5b2e3f3e6400cbf95f7c79431fe52b23e01d",TRUE,FALSE,"399","FILTRADA","2019-12-11T12:03:40.563-0500"
"10492","IDA",17154,20848,"694f6b3bb1d86978be76f9ad184bb8cbee1bf6866082d4f1ea377364b33b572e",TRUE,FALSE,"390","DESESTIMADA","2019-12-11T12:03:22.502-0500"
"10493","ERICK",17153,20847,"bea6c0e860edbc10ab221fd545e16f042936f261d8113270f44cb5e8ecba409e",TRUE,FALSE,"536","FILTRADA","2019-12-11T12:00:31.622-0500"
"10494","ERICK",17152,20846,"c4b04b4cd70568ba3d3cde4362aa5f9f2a21acf07be366677b1e4163e5ca9954",TRUE,FALSE,"536","FILTRADA","2019-12-11T11:59:17.526-0500"
"10495","GRACIELA",17151,20845,"44502b5e175b0e597b825ee04ec81eb6c9171d3911e4955410a04226c338e7c4",TRUE,FALSE,"399","FILTRADA","2019-12-11T11:57:53.586-0500"
"10496","ALEXANDRE",17150,20844,"2253dc9382657fabcd297f6845cccc6643e5c188d1bb0140afc8abb1930720c5",TRUE,FALSE,"536","FILTRADA","2019-12-11T11:57:50.805-0500"
"10497","NICOLE",17149,20843,"357c43db752346fa021757f7da574eec6aa96c862a02e1fccb3667caa57565d2",TRUE,FALSE,"332","FILTRADA","2019-12-11T11:56:46.763-0500"
"10498","ERICK",17148,20842,"52dc408b54816604c9c6e4b76e7ab22bac0bb5c28ab531f0972b676e6ee6f156",TRUE,FALSE,"536","FILTRADA","2019-12-11T11:56:13.961-0500"
"10499","ALBERT",17147,20841,"eb549a5c3579daae5da809bb82ddb17f31d246790fbeca42bb226992dd848b4f",TRUE,FALSE,"569","FILTRADA","2019-12-11T11:55:54.605-0500"
"10500","ERICK",17146,20840,"01a27c79ce93f6b56d07fb19594da1f3fafd66f49c335b81e8c9bcac5a1fa183",TRUE,FALSE,"536","FILTRADA","2019-12-11T11:55:35.355-0500"
"10501","ERICK",17145,20839,"9cd582bb75efb0735a06f0859d3eb5e82847d6a27001af9d5605309c7406bb43",TRUE,FALSE,"536","FILTRADA","2019-12-11T11:55:22.024-0500"
"10502","ERICK",17144,20838,"40afd756d40498c8364f9f2bea9537c33685c2daf46bfb4e592c1db7556a8b4a",TRUE,FALSE,"536","FILTRADA","2019-12-11T11:55:10.966-0500"
"10503","INA",17143,20837,"16a821409a10cb3c1d184332116ec1ef802544fcc0c0e8ff993e008e416c2308",TRUE,FALSE,"560","FILTRADA","2019-12-11T11:52:59.516-0500"
"10504","JUAN",17142,20836,"9bdb798b8f9b273ea7753fa69748acf65142f50d337e7bf4ec9397cee6b9de9d",TRUE,FALSE,"560","FILTRADA","2019-12-11T11:50:54.713-0500"
"10505","DAVID",17141,20835,"d18f43dc6ccb8875ce0815139e2d6a8a889dd7a42967ed0aa3a90b3953bebb10",TRUE,FALSE,"496","DESESTIMADA","2019-12-11T11:46:57.456-0500"
"10506","LIZETH",17140,20834,"83e5a53190b53ed9653c117804fc11bd903b634aa8647b7aa0a9cbbdff567604",TRUE,FALSE,"578","FILTRADA","2019-12-11T11:46:19.104-0500"
"10507",NA,17139,20833,"a2aff4d608b4ed057a42eaafe3665fcc6e61f823e4309c80260f892f32054f0e",TRUE,FALSE,"389","INICIADA","2019-12-11T11:45:47.484-0500"
"10508","JULIO",17138,20832,"b0bb8a5f9929d51db5e862aadc509222866d20578941fb744f5c848949fc084e",TRUE,FALSE,"569","FILTRADA","2019-12-11T11:43:41.952-0500"
"10509","ABEL",17137,20831,"1fb77d1a0165f4dd1b0b43bef30f0334a37db3117f8b222744989e81d0ae672b",TRUE,FALSE,"560","DESESTIMADA","2019-12-11T11:42:35.700-0500"
"10510","Humberto",17136,20830,"b20436eb436400f3ee6621ef0fa32a77386d9e1aad604ab26acc4ebc2be596c3",TRUE,FALSE,"569","FILTRADA","2019-12-11T11:40:02.548-0500"
"10511","OMAR",17135,20829,"a2066b581679f50a49e068b2b1390c763cf3163c9b4c46a193b5521ee8169423",TRUE,FALSE,"560","DESESTIMADA","2019-12-11T11:38:27.431-0500"
"10512","SAYDA",17134,20828,"b3d863d19a27e57cdb0ba016514d71d0d390dbbf9035e95802d87e7ac004f190",TRUE,FALSE,"560","DESESTIMADA","2019-12-11T11:37:51.463-0500"
"10513","JHON",17133,20827,"79e521b39b9d4847eb6c8c77540dcc6a537a35260046f755a1c360d8504f1959",TRUE,FALSE,"390","DESESTIMADA","2019-12-11T11:36:21.232-0500"
"10514","GUSTAVO",17132,20826,"5cb9f6a1d38dda50b1f5ca53bb3471c0361cbb91cface3d09f7b3f87110cdbbc",TRUE,FALSE,"399","ENVIADA","2019-12-11T11:34:15.132-0500"
"10515","VICTOR",17131,20825,"7608459f982b498fb4534d4cb42fdcf168e61e05979dca4c53401af4993baead",TRUE,FALSE,"595","DESESTIMADA","2019-12-11T11:34:00.460-0500"
"10516","ALEJANDRINA",17130,20824,"68ba8740e9aba9461cea08f57af82e62fbcdbe398e678fd4267c3170bae9429b",TRUE,FALSE,"407","FILTRADA","2019-12-11T11:32:15.624-0500"
"10517",NA,17129,20823,"f9794190a987d7e85c8c869fd05cb55ed1a9414ecd6d66bedeba2f5cb6bde914",TRUE,FALSE,"390","DESESTIMADA","2019-12-11T11:31:51.734-0500"
"10518","OMAR",17128,20822,"df167461f69424b2a7102f3240413609f3c0c5f21dd2e09afdeffe634a9bd655",TRUE,FALSE,"560","DESESTIMADA","2019-12-11T11:30:46.107-0500"
"10519",NA,17127,20821,"c4d233b4ba6a2f0345d39918ce7f370562fe579c531fe9f19ba05237d47816da",TRUE,FALSE,"399","FILTRADA","2019-12-11T11:28:10.241-0500"
"10520","JOEL",17126,20820,"b5fb82f31489d62cd12a99084586853959a6d73ba7e96d07dd340b4ad78d313d",TRUE,FALSE,"595","DESESTIMADA","2019-12-11T11:27:43.534-0500"
"10521",NA,17125,20819,"882064992321c94adda1c2c0c9c2ec45ef0604c604e00103ea39cf01ef9e7682",TRUE,FALSE,"399","FILTRADA","2019-12-11T11:27:18.645-0500"
"10522",NA,17124,20818,"05bbc6df4a92dfbcad1514c63a7aa74ef17a478957efcf1a1b6cf4c4c82301d2",TRUE,FALSE,"399","FILTRADA","2019-12-11T11:27:06.079-0500"
"10523",NA,17123,20817,"bb919dee5de86fcc8190af6539c37d316ccff6bb08b132fc48bd5df31cad3673",TRUE,FALSE,"399","FILTRADA","2019-12-11T11:26:53.841-0500"
"10524","ENRIQUE",17122,20816,"e647ff9bd4144adaba5313fa9dbf872402176816edbc07b0c1eb0a26a727255f",TRUE,FALSE,"389","FILTRADA","2019-12-11T11:26:22.821-0500"
"10525","YONSON",17121,20815,"d8c4fbc072cdaa4ceb4e215c3d63d13cb9d772881b52266b1ca079b9baceacb7",TRUE,FALSE,"391","DESESTIMADA","2019-12-11T11:26:17.972-0500"
"10526","CARLOS",17120,20814,"07f4fec8b61b6bc65d5160a01f6a25d81991c21ef8da5f267be986c39c91f4a9",TRUE,FALSE,"390","DESESTIMADA","2019-12-11T11:22:35.117-0500"
"10527","EMERSON",17119,20813,"190a5a880baa93402c6e5f392e5e8f3592d479ddf5481e0134aeb6cebf4b3295",TRUE,FALSE,"499","DESESTIMADA","2019-12-11T11:20:25.784-0500"
"10528","DANIEL",17118,20812,"f7bb03e1c44aa75da0f071f9578de3457e520c30450962b7a2f00c2fdce40fec",TRUE,FALSE,"566","FILTRADA","2019-12-11T11:20:01.578-0500"
"10529","PETER",17117,20811,"eeb208155097b53544192f1ace0532f46ff4da217920a0c6b6f8d2f344e9d15f",TRUE,FALSE,"391","DESESTIMADA","2019-12-11T11:17:17.182-0500"
"10530","JULIO",17116,20810,"c18dc9f092bca4512afee41ed673c6e9e1dad0720b36d272534abf2fcf2255e2",TRUE,FALSE,"391","DESESTIMADA","2019-12-11T11:13:41.234-0500"
"10531","ALFARO",17115,20809,"9e15b7245858f8351ffbb5fd19be321e76bf7cf3a89a44a4d7c593589c75c2ef",TRUE,FALSE,"388","FILTRADA","2019-12-11T11:13:13.461-0500"
"10532","CESAR",17114,20808,"1c62124bce419cfb479ce3ae90e2179bc596e01cf7fceef899cb5363bc1e81b6",TRUE,FALSE,"391","DESESTIMADA","2019-12-11T11:12:31.466-0500"
"10533","SANTIAGO",17113,20807,"d2f43d82a2628b37d52596815a8208413674211f1cf699223d7ab7729f076907",TRUE,FALSE,"389","FILTRADA","2019-12-11T11:12:09.235-0500"
"10534","RAUL",17112,20806,"45f2fbfefeaa5f91cb3953eb47cbf2f37a880d8c723a7b78eabb7658117a6253",TRUE,FALSE,"390","DESESTIMADA","2019-12-11T11:08:03.712-0500"
"10535","GABRIEL",17111,20805,"319e780aa3234203e1a99c7654ec03f08fc20af4fde477a4b29d4884dff401a1",TRUE,FALSE,"578","FILTRADA","2019-12-11T11:07:28.448-0500"
"10536","YESSICA",17110,20804,"72336a1b6de39ca8c52eac4bb49ebe65f46315db1341a4d520489ceec3638f60",TRUE,FALSE,"418","FILTRADA","2019-12-11T11:04:50.420-0500"
"10537","PIERO",17109,20803,"03119b80af7d7af0f57037b10ca7a2ff60e46ac5c1f3fda689d2cd62255f36b8",TRUE,FALSE,"418","FILTRADA","2019-12-11T11:04:16.032-0500"
"10538","RICHARD",17108,20802,"5e036ec669bb78757af029f63af626677382b1f4b1c054eba19c516be426320e",TRUE,FALSE,"390","DESESTIMADA","2019-12-11T11:02:35.612-0500"
"10539","KELLY",17107,20801,"6691ccb679ea1c3f4db8272eaaa65ea9669f654a10d900bbc5bdfa5460c0b2d3",TRUE,FALSE,"560","FILTRADA","2019-12-11T11:01:49.672-0500"
"10540","GABRIEL",17106,20800,"3aac45a95ec0813f1e6578d37551ba551465f1342a5de4aa93522793c1030de2",TRUE,FALSE,"391","DESESTIMADA","2019-12-11T11:01:40.164-0500"
"10541","LIZETH",17105,20799,"54206f58404d34882ab8b7985eece9f5d0b2f23a54e03ff5f006c967a9fd182a",TRUE,FALSE,"578","FILTRADA","2019-12-11T11:00:44.497-0500"
"10542","ADA",17104,20798,"28f75e1e10544a6c42b2279a2bb03aa755b40d8d2c011f48ef7f26843293faec",TRUE,FALSE,"390","DESESTIMADA","2019-12-11T10:58:58.208-0500"
"10543","ALFONSINA",17103,20797,"3af23f3c5d9966a4de1bbf1cb58f759da0f32879c8c2e7add502de722a4b5c81",TRUE,FALSE,"560","DESESTIMADA","2019-12-11T10:55:43.975-0500"
"10544","ROSITA",17102,20796,"4c81467913c0a7878fe1f0cc6f999540d43f570a32538d99668d12f8a7e32715",TRUE,FALSE,"390","DESESTIMADA","2019-12-11T10:55:20.704-0500"
"10545","PEDRO",17101,20795,"6f70ed0adc67c4f1783a112e7aa40c0a4732e8c518204930bb02ebbaeac49601",TRUE,FALSE,"388","FILTRADA","2019-12-11T10:53:43.882-0500"
"10546","PABLO",17100,20794,"eaf68b4e24f7aae454e12546ffdd3f9baf00a262b4e3fb448e0bb930a52a3398",TRUE,FALSE,"536","FILTRADA","2019-12-11T10:53:26.749-0500"
"10547","WILDER",17099,20793,"c7cc598637d1337f45d9c91c95e2851f68bf1ddadfea3974ac1a255b0060eaab",TRUE,FALSE,"595","DESESTIMADA","2019-12-11T10:50:27.076-0500"
"10548","GABRIEL",17098,20792,"e554f7113928260746fdd7d4ef78bda8b67421bca782108c3665b2b1b7dbbcb9",TRUE,FALSE,"578","FILTRADA","2019-12-11T10:49:10.342-0500"
"10549","JESUS",17097,20791,"0ba5a253dfe357069d0287f446d025a39c17466e95d90ceb89c1ead502d22207",TRUE,FALSE,"390","DESESTIMADA","2019-12-11T10:47:28.969-0500"
"10550","MIGUEL",17096,20790,"67802275c148d97a51d0fcffea948b3e8cf61fb3f9d71ac7636bf578f629728e",TRUE,FALSE,"443","FILTRADA","2019-12-11T10:46:57.793-0500"
"10551","ROCIO",17095,20789,"09f5f6ed0c63b8c30cee17397751c59ed35433b3b19652bb29b190185432c32b",TRUE,FALSE,"389","FILTRADA","2019-12-11T10:46:51.780-0500"
"10552",NA,17094,20788,"54cdef20e13fb6baf218b47f623d66a456e52a2087d6afc4e9b4b82d990bdc43",TRUE,FALSE,"443","INICIADA","2019-12-11T10:46:47.753-0500"
"10553","REYNA",17093,20787,"1c66c2825a2dfce5b137ff83848396a3ea56d574cf1b39d91bb602d6a148b0e2",TRUE,FALSE,"578","FILTRADA","2019-12-11T10:46:47.408-0500"
"10554","EUSEBIA",17092,20786,"71db31b0ea1c313766cb56776ea3a4ce5d613780896b20789b9794a43dfcb30a",TRUE,FALSE,"330","ENVIADA","2019-12-11T10:46:04.657-0500"
"10555","EUSEBIA",17091,20785,"651c412f9fba347ab0eb25dc84ba0b580ba5c95512dcb4e939a8419c0f57a9cd",TRUE,FALSE,"330","INICIADA","2019-12-11T10:45:28.129-0500"
"10556","GUSTAVO",17090,20784,"8330fb9f5077d7e2fe094b020df58efbfd15f9b3ff711f6f6cb3c8549f4b260c",TRUE,FALSE,"399","DESESTIMADA","2019-12-11T10:42:41.006-0500"
"10557","CAYO",17089,20783,"5b4b4f6fb0efbf5bb6a669cbadcc73a2b8da8502e45e59e3113a72b9766f023b",TRUE,FALSE,"569","FILTRADA","2019-12-11T10:40:08.735-0500"
"10558","GUILLERMO",17088,20782,"bed29e08a55684c694cdda9176f32242b5cf829e696f6fc39d45c25fbf894179",TRUE,FALSE,"389","FILTRADA","2019-12-11T10:37:17.429-0500"
"10559","COSME",17087,20781,"7bcc2cf1aa1a0cdf822fa02bc3a0f5b6fd8e60db059ee5a994bd7f7305052d6c",TRUE,FALSE,"391","DESESTIMADA","2019-12-11T10:34:30.697-0500"
"10560","PRUDENCIO",17086,20780,"68fa7c29e301a0aec60d802b54de1ef9fa32e9513b4fa75c5544345a31945688",TRUE,FALSE,"418","FILTRADA","2019-12-11T10:32:14.746-0500"
